tag_name_verbose,addresses,tag_type_verbose,tag_subtype_verbose
Gate.io,1vg5zu52WpZ2dAwZbx8GEEeSkJ3Yr31TC2XwvocQmTi7D6D,Exchange,Mandatory KYC and AML
Binance.com,1vg5q5UtTUo4T2SDeEYRJoQjxQT9ggBjinCc6ZvLfTtMnom,Exchange,Mandatory KYC and AML
Binance.com,1vg1SbS9meWHQ882HH5nDVyERg1zRsEeP3s1TSMMd7no4cG,Exchange,Mandatory KYC and AML
Binance.com,1vfzHCNScMUnjJPeKAaR2nLiwBTHrykWQziaNHriGyxmJFL,Exchange,Mandatory KYC and AML
Okx.com,1vfzCP8iG9mN7Dq3fEQnQQDvexZcLSQwb9Ci8D2mwUmTbfW,Exchange,Mandatory KYC and AML
Huobi.com,1vfuN82bEejXMFmahrze2cT5Z7YwDVBzJjiGNPoTaQpXzJp,Exchange,Optional KYC and AML
Bitrue,1vfsdPwpnr5Uh6H4QzRQFk8BpYYNY2J31iQZZDrLcx7bu4R,Exchange,Optional KYC and AML
Gate.io,1vfrq4hH5nuAoTCSSjZpRQUALVM4x3v4ZzeRC7VXFnRi1iY,Exchange,Mandatory KYC and AML
Binance.com,1vfrpgD31r7Sfn5XXS9ndYps5opKeNMdG76CiTEfRuNDfeS,Exchange,Mandatory KYC and AML
Binance.com,1vfpxRpkp3xcnBnxvkqBJrxZZEmcNvHuUpxjkDgLNLTHrg1,Exchange,Mandatory KYC and AML
Binance.com,1vfpZqmTWQKVrCrgGKkiV3vL2gUpWK4mXJdZPvDbpnBrzWW,Exchange,Mandatory KYC and AML
Binance.com,1vfZ5Esx1kinBNKAoCj7nSYp4BCPfRdRU63Q3733PjeMvqX,Exchange,Mandatory KYC and AML
Binance.com,1vfT1rrzgm1gzNuLJYoNsnXcVmy8qaLH3azNmqgNEizABAR,Exchange,Mandatory KYC and AML
Binance.com,1vfSc1EUkWZUhPqKRh6RuizrA4nvjTnUmmne1YhryguycDv,Exchange,Mandatory KYC and AML
Gate.io,1vfQWJQ6zrvLJszR4rPKfPiK799X9N4DphBMJo4Yj5K9rUh,Exchange,Mandatory KYC and AML
Binance.com,1vfQJYG1gJhjvwb2ekpWULfptN4SFKaQkdT8m7b3QhPhAj3,Exchange,Mandatory KYC and AML
Bittrex,1vfNHnSwsivBamsf7a8q3s78JzsNipWYNxMVp6ZJBL3prnS,Exchange,Mandatory KYC and AML
Huobi.com,1vfLYwg8uWqjQQysCenKwXXBpLz9Cf8zfSD73oP6W1WYELP,Exchange,Optional KYC and AML
Binance.com,1vfLTqDtZKD3w9xB1gAaX5Agx6LH9J23EJsqNt7upxJ53mg,Exchange,Mandatory KYC and AML
OceanEx,1vfJjyNs31qjRvrifmfScmZdhBaQZLLN4n1bB1uBq7qCvVB,Exchange,Mandatory KYC and AML
Binance.com,1vfHXBPFBSLJydodWM8ntRrbCWoNBe56sJakvWAtT4xHc2Z,Exchange,Mandatory KYC and AML
Binance.com,1vfGiqBvcXCy9qojBTASSEXiGQ1XNCrgZYsBcJGKL6ZHCR4,Exchange,Mandatory KYC and AML
Huobi.com,1vfAwozaFhG3tSgMoh25f4dPt6Rg759p9Pf7tnXRv3UV2Nx,Exchange,Optional KYC and AML
Binance.com,1vfATcsNNirEDPT2uT1sZNMWFFvnz28X8phFUizFQPPApCW,Exchange,Mandatory KYC and AML
Binance.com,1vezVpb6d9kMbrMJzLaBhHtHC9CnoQtTve1nHGE3tiiNdxq,Exchange,Mandatory KYC and AML
Binance.com,1vexwupbQCBfEvX8DWGg6LBoiJ9up32CgWr9wUWTduJNZNi,Exchange,Mandatory KYC and AML
Binance.com,1vexe9zaVH8Snd6UwoHHZggSwkp1oe2YqZznPyM29t6F7BB,Exchange,Mandatory KYC and AML
Binance.com,1vevABShYvcznzkdBFHzpmAJmwEQUv4Geq4hdk7NMofA4Lh,Exchange,Mandatory KYC and AML
Okx.com,1vetrsyKfdmVd6PZ6HXVa2edz8QtUMmCX9C8Kr1mZRGF3G2,Exchange,Mandatory KYC and AML
Okx.com,1vesLH9JBarg4pWxgTtiEpd1sExRMPDhy6nGqr3TrHTDtQq,Exchange,Mandatory KYC and AML
HitBTC,1veoQqsNty17DiMoHzLpFvyUMzodU6SJC1WEJYECE2dLeci,Exchange,Optional KYC and AML
Binance.com,1vej6gFwkYMUrQmD2eDr4HGQccSTSoZgjKV1xVfxTnFf6hZ,Exchange,Mandatory KYC and AML
ByBit.com,1vefPUwGSVHHcT8ErsQ9g5UZDXfwKN7nQZiLrzQJgQw6sLF,Exchange,Mandatory KYC and AML
Binance.com,1vebBQMrVjSuzyVAmpDrYuQTBE8j5ZiMiRFfWRWCcStsZL6,Exchange,Mandatory KYC and AML
Binance.com,1veaRvUGKMdaKTUuxDY2tQzNJZVNGPgwoJQYf97Y1dFa5jX,Exchange,Mandatory KYC and AML
Binance.com,1veYQoLRhN9u7fuyuWRvdYkKf3TUZSXbQKviggnstmyn6f4,Exchange,Mandatory KYC and AML
Binance.com,1veYEVckwYeBmWCVNpdxaZD2TkrZG17m2vid5t5F7sp6UDW,Exchange,Mandatory KYC and AML
Okx.com,1veXRksRfgqdPcELxpiscrtNpG1ehj8fVh2EoK8waDwnB75,Exchange,Mandatory KYC and AML
Binance.com,1veWA2LcgBKGydjiXw2mPTywyoCWBiF6YSQwLPYQAF5ENoc,Exchange,Mandatory KYC and AML
Binance.com,1veTyYKNWyrAmUw2z3EPJe3BdLzDJKjHPMSnJDrk2X2YYBR,Exchange,Mandatory KYC and AML
Binance.com,1veSqk5R3bNkLFr8aeHDzE8ksrGWkBWtPWuFr1y8QvvAayS,Exchange,Mandatory KYC and AML
Binance.com,1veShxeAChiDcUEf5GX4sRQcoRD5jqN8MscCgoa6DgjbqRL,Exchange,Mandatory KYC and AML
Binance.com,1veRwQ1yBypJD6PFqg65vfEEVg5pM4oMMJtttjdYYvej2yV,Exchange,Mandatory KYC and AML
HitBTC,1vePNjr3EBY3eHo541ZcYjjciVYinhuznbuM6TWXyoTptpH,Exchange,Optional KYC and AML
Huobi.com,1veNs4bgGdx7WRV4zWiMyGKfLqb3R27HZAqFDw2X2oMSowz,Exchange,Optional KYC and AML
Binance.com,1veNrTM8FTPwcLiGoGggbR1p3po4CXBXrbo9boysgN3R96r,Exchange,Mandatory KYC and AML
Binance.com,1veNWjdbvumQSwDe4yXNsCaoMQebztDtGXwbeRhXdMxJLVj,Exchange,Mandatory KYC and AML
Binance.com,1veL5gWJHnxXpp8ZAG8T4nPxoUpMKaBkTVUwRxXUakxyFsZ,Exchange,Mandatory KYC and AML
Gate.io,1veKW6xdanRr2cpfCkfMnXggotbAdYKSJdpqn1WFp6D8tVc,Exchange,Mandatory KYC and AML
Binance.com,1veKNroDCjcMKruPbgWmxdkyPsA4MPBDvbenSsqEzwdom4y,Exchange,Mandatory KYC and AML
Binance.com,1veH4DG8LcA8hZVxm3Z2pz6QRBUFxnU4hjyT5SxRzu6jAUp,Exchange,Mandatory KYC and AML
Binance.com,1ve9jYQS9zF3Eoba5P9c8BkzW3NTWd5MbXuj8HpQ81tdubv,Exchange,Mandatory KYC and AML
Binance.com,1ve9SdP318xZUSoHf9tyJBYfoFyV8UBLA8VDUZ5f5un5diC,Exchange,Mandatory KYC and AML
OceanEx,1ve6n5Vz4qUWJ3SrNc37TkCXG6y3CnMYSs2bLUy8QvNKBAx,Exchange,Mandatory KYC and AML
Huobi.com,1vdxFzpw5ZChdqq7NKnKpS96gBWr2WgoEpadjyxKDSztcR8,Exchange,Optional KYC and AML
Okx.com,1vdwDkXmFbhrm1e4UQCwURQC3fo8iJFrHsnsPqQZL7J1zEd,Exchange,Mandatory KYC and AML
Binance.com,1vdrKKr6BZN7SKB31vkko2TF3DcnRvAu9bqJtBRWkjPw7mF,Exchange,Mandatory KYC and AML
Binance.com,1vdqR383z1TjuabCjjmTtzo1ng9n37JrQoS3d5wWHpbaCUG,Exchange,Mandatory KYC and AML
Binance.com,1vdq2EaUsbxZkLZGyL4UWrwDcdp87539i1JBP3f6gQFxtm4,Exchange,Mandatory KYC and AML
Binance.com,1vdjj2rZjwgPJQsM31gEFC2SW6ERj5FsRB5rQVZogCM4s3S,Exchange,Mandatory KYC and AML
ByBit.com,1vdjWuWxcEz6xNEGKUARmKY3Rve6c8TGTKyyByZxkqyDBxU,Exchange,Mandatory KYC and AML
Okx.com,1vdjFy19VSXBhFXwLGC14rYJgYBsgtiRj828imEGR32Go1o,Exchange,Mandatory KYC and AML
Binance.com,1vdj31F6YCiAXbkFZzYEVaqTJAw3zoKwjTBZSuHKoCsks6c,Exchange,Mandatory KYC and AML
Binance.com,1vdikYK8j8NrEDapoMesfymqoHr8P51oHvrkMpLd9XB4yUg,Exchange,Mandatory KYC and AML
Binance.com,1vdiMKWmWhhAH5g8DmhY3xBf2DzijjMeJQv8iQsM6ypGJ8T,Exchange,Mandatory KYC and AML
Gate.io,1vdi4JEVyy7ni1qrPBkCbA4drFnqqvxNiBvY2YvF2jdzMq3,Exchange,Mandatory KYC and AML
ByBit.com,1vdhaPtCcT5PWBtsQH7K1zj78DpPBHSxy5tJp6FYT2txH9G,Exchange,Mandatory KYC and AML
Binance.com,1vdgoCxKjJXPh2Mr2gowJpMoEMWdLFkkobkvo2pP2BYgvkN,Exchange,Mandatory KYC and AML
Binance.com,1vdfXXuTEHjipeu4SAaq62eMv84U5ntdYrsC7h8nNBi7UaJ,Exchange,Mandatory KYC and AML
MEXC Global,1vdeaKyHUeMF9Xumhzhsayh2zpWyyosJEZwzGN2QT322i3Q,Exchange,Optional KYC and AML
Binance.com,1vdeLiEuJyZbdA3CX7Cb8jvsxjqe8d1EvSvVaDuFg4nZy84,Exchange,Mandatory KYC and AML
Binance.com,1vdeGMR1f45Jp67yvN9EBavg6s6JaHurq4N5bYQdKh6xSax,Exchange,Mandatory KYC and AML
FTX.COM,1vddq97bpNMRr4vYJW6nSKD4EcAZbG6dyGf9VAhvsDwbYxV,Exchange,Inactive
Binance.com,1vdc9djdDTVy7dE1x7QDUrddrxxVtEsrHYJSmPrLcczd7Ys,Exchange,Mandatory KYC and AML
Binance.com,1vdVVWM1uDnTw36WijvufLCLYSrbSy81585FdmSv1yVMJom,Exchange,Mandatory KYC and AML
Binance.com,1vdUAXPr3m36FJLcGma8MjL9B5SMeSAq2s4afvUqYbTiru1,Exchange,Mandatory KYC and AML
Binance.com,1vdTo6oaJJB7jJpmMj9zFsKAzZhqrk7hUSbqFEyDdAJ8CFi,Exchange,Mandatory KYC and AML
Binance.com,1vdT65cUXS5H5Gdwpv9PdAsjuT8X99oFcj6axzJJJTW3Rc4,Exchange,Mandatory KYC and AML
Binance.com,1vdSby2NrAYQhEb7dqk6QPAfhFuV9NrxWpJzD8JDGBs39XJ,Exchange,Mandatory KYC and AML
HitBTC,1vdS4iPYXsgzD5inCKVGubLn2WdkbvqL4yE75Nk6eNxLQQJ,Exchange,Optional KYC and AML
Binance.com,1vdNj2tjduKRNDZiUMyi6apehhPxjcbocPBsPYRXejdnk2D,Exchange,Mandatory KYC and AML
Binance.com,1vdNXR6ehcnbccEDV76oCBVfmvso4SEFPut9UPbPvjbxS9y,Exchange,Mandatory KYC and AML
Bitget.com,1vdJYuEFunPUW9hJXaz4XkEFMZAULudgyziCunNDh1mBqBw,Exchange,Optional KYC and AML
Binance.com,1vdJUxDrR1rcrn7YnyPBi2eEcu5jXa44qAEJ9nRaW9VXjsS,Exchange,Mandatory KYC and AML
Binance.com,1vdGkaUb6qpMQPadfVjzm44DBFfWHLa5ewjPPKJNBsm12RL,Exchange,Mandatory KYC and AML
Binance.com,1vdDy8XhJ45Y2JVcRfNBfa8W2V66ct54UuyYGtkQUqVuCn5,Exchange,Mandatory KYC and AML
Binance.com,1vdBtwuuBnnK7FssnaqAbMAC1b7ofdJr2pCHknk4ptAbyJY,Exchange,Mandatory KYC and AML
Binance.com,1vdBNEAQtNKejd3CgyM6YWmpcmbeBx4zXxQYWeEqh8gLR6z,Exchange,Mandatory KYC and AML
MEXC Global,1vdBJUnMmQmyhX9RKsV1zEktZQhYpWhDzj679HBstKicsS1,Exchange,Optional KYC and AML
Binance.com,1vdAiqjXMrPcKDG4cfboDbBPmrc4vkDSBjAveD9nbwJ4xzy,Exchange,Mandatory KYC and AML
Binance.com,1vd58m9b6wQQWy9qhWhj1WQ1Zhxe17wgQ5a1RaKivVzTL6L,Exchange,Mandatory KYC and AML
Binance.com,1vd52PtPBWhCrhyfe11hJjBc3nP7N4ReTHTkWjP834aNwRG,Exchange,Mandatory KYC and AML
Binance.com,1vcxat8s5D2ywViUTfYazGSNe7KQy1788wpSs7GZcrP1xji,Exchange,Mandatory KYC and AML
Binance.com,1vcwkRVgDE2bWgbBU3XpYvXADPePNyLtfZ5Ed9CULNzRW6C,Exchange,Mandatory KYC and AML
Binance.com,1vcwG87Y8Hmcnnqh5CmaxpohUa3za1ve3qPvx9SG3h7PWxU,Exchange,Mandatory KYC and AML
Huobi.com,1vcupGTDXrUKGoYEyomb6GMmrndHNm9MfDR8rAJXEs7aYMs,Exchange,Optional KYC and AML
HitBTC,1vcufp9fDKar3NV26cFfWny6zdojoxwdA5nA2DxBzWvhxCS,Exchange,Optional KYC and AML
Binance.com,1vctFx9cD4HhwmTbPTt8KKdk6r84h8yVVggAUCKPViX3WT8,Exchange,Mandatory KYC and AML
Binance.com,1vcrgG8ftevkxGKo4cV9GFbmHcAkTbdBPhXBZTqTFGcDu8N,Exchange,Mandatory KYC and AML
Binance.com,1vcqevEXXwizbSbyTVHG5MrfjbuKr1Vns1twWYthWx23ji2,Exchange,Mandatory KYC and AML
Binance.com,1vcppyewpFRZu6yznnm1sFAotb8DdNSWFqaJJcp1WpXQFy6,Exchange,Mandatory KYC and AML
Binance.com,1vcpiuudSrGqnq7WxLs77t4BMJhjcoYU33WHa5YdZUv6z2r,Exchange,Mandatory KYC and AML
Binance.com,1vcpaagAXgF4w4Q3Li8Va47dw2efKRWDphaTexrBPxMJujq,Exchange,Mandatory KYC and AML
Binance.com,1vcoesvSq62X5ys9mz9HSMySsunNqZbhMk2TL2ZCkCYvdXY,Exchange,Mandatory KYC and AML
Binance.com,1vcn5SeHj9FYMw4GUgto9mpYU3WvZpJADEbGUP89QBz7dEo,Exchange,Mandatory KYC and AML
Binance.com,1vciN2BtvDVALc5o7V64VDLHMvzJSzqxFxVbPZ1n68ybJ6F,Exchange,Mandatory KYC and AML
MEXC Global,1vceS8DvbfePHZxkj6GHuMaKxEWG4z4FNuk8LTdZcZNn5Hn,Exchange,Optional KYC and AML
Binance.com,1vcccKckwqwG2XvwBAnsVeomDQjrEb4opUrNXnFacUNgNfW,Exchange,Mandatory KYC and AML
ByBit.com,1vcbEHRwzQuvSPpBAr5drYhCUaet3qb5wUFFVeC6wW5F2xi,Exchange,Mandatory KYC and AML
Binance.com,1vcY1dUAxQUuPVC4HEWPzb4W4J73bb3RuZeopnyU9kXGt6T,Exchange,Mandatory KYC and AML
FTX.COM,1vcVUXvud8aKnVMCkeEQyFXhCSRiau4rhsz6kJkKStv2VDs,Exchange,Inactive
Binance.com,1vcP2xxCwZtumRKJGUcGZJSV45XPzWpP4RNwbaeHwV7Chqq,Exchange,Mandatory KYC and AML
Huobi.com,1vcNrdXYtEPXSDSyQh5Bmhc1m2cg17v6Dqhu4PUhpnoD53y,Exchange,Optional KYC and AML
Binance.com,1vcLS6CeCdc1Eituc1xaM9oLrDcJQEH9HctUHvr4eis9obo,Exchange,Mandatory KYC and AML
Binance.com,1vcHGZg7MfK8nvzHYSsWg97qtsNXVDWy77SY2DdKbFFBfzh,Exchange,Mandatory KYC and AML
Binance.com,1vcDgLeJUyh6SziabVHemC7SCmS1CBkd9LWeTXpR9N18nLC,Exchange,Mandatory KYC and AML
Binance.com,1vcDHFgoWU3nWipVzAw9Y3aECXBaXTq4FxzRhCbNYwNx1a6,Exchange,Mandatory KYC and AML
Binance.com,1vcAK9ffA2PZWhxQBX5uah19cFH3a53qFtcffbkxSARvccQ,Exchange,Mandatory KYC and AML
Binance.com,1vc5669Br5ccwo2kHP9S3iAjwvEvFKroJcaewzAGRtskm85,Exchange,Mandatory KYC and AML
Binance.com,1vc4zR9q1aJ1jFzN2vhmgQ3AtsNWoVq5XRRXN7SU5EnVyZx,Exchange,Mandatory KYC and AML
Binance.com,1vbzbYQuFrnKhzsGnHFsWKYAKdPH4GnSRZfcZnCBU2U5S6U,Exchange,Mandatory KYC and AML
Binance.com,1vbzFwNW9hVqWvjYDDL9rmwCq2ZvKPCR2iZNYcrtLJwfhg9,Exchange,Mandatory KYC and AML
Binance.com,1vbuWLd9RUpTYTuDXcWBf3S5m5QvLzLCpCKQGKG2mmVS83D,Exchange,Mandatory KYC and AML
Binance.com,1vbtk8v35wb3y75Baa5Eu6pym5S9oRZf4Y8ob3rK7EbfHYh,Exchange,Mandatory KYC and AML
Binance.com,1vbsW12tFj18M1ZgQm6AkJWqvR64cNEn8sL2fn7FyrQ6tee,Exchange,Mandatory KYC and AML
Binance.com,1vbsA4TP5E5G2MpMLevmEijmVidCXyEZ5mbkYzzPRu9f99U,Exchange,Mandatory KYC and AML
Binance.com,1vbrzanJLchCFjNtqvuaPrLZSazdjUrYx2mnfGdtWzv2gUY,Exchange,Mandatory KYC and AML
Binance.com,1vbruXET34z1Y9SLagtvXP1KdMgZH7g1qUVjvwkuitBa6v2,Exchange,Mandatory KYC and AML
Gate.io,1vbpzXWi7v1HUB2UHvDQCXXUoxVaaLNX8Hmv59x2bK1jWWj,Exchange,Mandatory KYC and AML
Binance.com,1vbpHRbd6wa6p7WzMxfVK4ceqiPBWfy4dkmHv1sKaUU5DTU,Exchange,Mandatory KYC and AML
Binance.com,1vbnbpSBYjfDX2F2pHGM8RbKveq2Pu2s2NoYT2nJHFMksEP,Exchange,Mandatory KYC and AML
Binance.com,1vbmTTnmn7eqYEeyURhLd2tKYnLxbEYwWjXnyU6GZwaKgpS,Exchange,Mandatory KYC and AML
Binance.com,1vbkrSCMA553WGyxS6tuoYjrpdvHSP4JUfepDwYbHmfWmAx,Exchange,Mandatory KYC and AML
Binance.com,1vbjnvRQz9BQUUDFiXv3NXg7U6GQykR3mKFV6Cna1oCr3dy,Exchange,Mandatory KYC and AML
Bitget.com,1vbjacCqEbozA6PJ959dtMNhwV4gurbqhh6K5eBcwJHigsj,Exchange,Optional KYC and AML
HitBTC,1vbjYeEneqDxHonBHY21LQWrFbRVH8hM8yhD2xxF5wsxovB,Exchange,Optional KYC and AML
Huobi.com,1vbZF3ZYz5jZy5BBMyowULYP5vX4A9bvkTqjUuQJSQLdaPW,Exchange,Optional KYC and AML
Okx.com,1vbVvEhRoiLPB53sxDS2VRTDbAYpfj39AxMzvy5tYLoxjYu,Exchange,Mandatory KYC and AML
Gate.io,1vbHFh1m4QBagc9zmV2ZAVyBYjg9WwRMCPsQZcLv9bPYz74,Exchange,Mandatory KYC and AML
Binance.com,1vbGfJaxwLpjWuDzH8zT1BL5v675V43qkeXQ2xqPtPoxj5N,Exchange,Mandatory KYC and AML
Huobi.com,1vbDgwvjy1eSfWY7So81ySK57dAsydc5H2RdLNYP3vhARkL,Exchange,Optional KYC and AML
Okx.com,1vbBAcdJpJhygvfmUfzmp8hrPicyNFTPLmzMMnSYCWxHKRp,Exchange,Mandatory KYC and AML
Binance.com,1vb8rbvWtvCczQEv87vw6ZTq6XSZRFwZjhZmmwZeVgbPpap,Exchange,Mandatory KYC and AML
Binance.com,1vb8XSASYbGQKXjYEbMQBD7ZkmAxiwXbZkrSTMPwzscyEEr,Exchange,Mandatory KYC and AML
Binance.com,1vb7xP32FK8SHiVNYrEyjmugc2Qh5C5YQ5QYuY7zDcuP6A1,Exchange,Mandatory KYC and AML
Binance.com,1vb64fsHKfhYNSiezSVsKobfwuZtT8oQu5UAyPpvNQdpxWG,Exchange,Mandatory KYC and AML
MEXC Global,1vb62JMkCS1SMVjQNvaFB1QJyTgz649pcEYgWCFsCZbC6ts,Exchange,Optional KYC and AML
Binance.com,1vb2gQborisg66J5YzHoq7146Pjrh55jR8oBHddq2Ro8GHq,Exchange,Mandatory KYC and AML
Binance.com,1vb1ctRBE7mWugikbV8f899avsFLndzhYkBZV6wwbebUypK,Exchange,Mandatory KYC and AML
Binance.com,1vb1THVtsuXTAfQ3jrbJRA7JrSEPDNBvEKiQkivWmjq6QHg,Exchange,Mandatory KYC and AML
MEXC Global,1vawwob8NTzfmRktVhXggAFThxx6ZnFr48Pp77ifKoZLjKy,Exchange,Optional KYC and AML
Binance.com,1vaobJFrfnT3yQb8C2xDBzLdwwxZQ6wmaHuJPG1THvoWSuc,Exchange,Mandatory KYC and AML
Huobi.com,1vaoJb5uSjTUoGS7gsjeSNR5hmLUhuipR7hEjjiwo5BumSh,Exchange,Optional KYC and AML
Gate.io,1vamPShQaUbcAkzLbVNkzhXmxtb2SjmPEYQxL6r4RS2V2kA,Exchange,Mandatory KYC and AML
Binance.com,1vamDeMnT9FKTZLEXUSabcaCbjTv8UubtcfiQaHw6richD9,Exchange,Mandatory KYC and AML
Binance.com,1vaf175DJvFaSPVxfDVEn3Y1k7FcigGzuLvJS6tRkBSEgmE,Exchange,Mandatory KYC and AML
Binance.com,1vabBBxhEeiddGMm5Vu2wCfxkqkKUp3dFT3wbKZHtWvXdHy,Exchange,Mandatory KYC and AML
Binance.com,1vaawMLoncfwYtjmdQ1eBFfYttSv1gRzwCmhcDLz4YVPfad,Exchange,Mandatory KYC and AML
Binance.com,1vaZ4t3dLhypZFsRYXDZzUJ568V83CgQLd9umHyd9k8RMpe,Exchange,Mandatory KYC and AML
Binance.com,1vaYoq4z5HBTdhR5EKtg87c8UDUxCtwXRoWKzG7DLWZ4hem,Exchange,Mandatory KYC and AML
Huobi.com,1vaSkjr9qq5eS1fCUqFoseR3iuPA1JSQWejfZirLaty9pA7,Exchange,Optional KYC and AML
Binance.com,1vaQknMaQzrSYqqk2WSXjdRu1BHRXVgxUg7qA1JbNgNfGmv,Exchange,Mandatory KYC and AML
ByBit.com,1vaMnVQBGrU2bVLfXtZoVKsKaUzoyx6cbqGvvaCtnGg1VnP,Exchange,Mandatory KYC and AML
Binance.com,1vaKyu1h7szCMZJ1YmnSmRnuk7Rpudzr4Zo9pe7qP67txJD,Exchange,Mandatory KYC and AML
Huobi.com,1vaKQDUXAY9pexXsJkXNh6qVUrJuFCPdBe7oEwhccM8xXbe,Exchange,Optional KYC and AML
Binance.com,1vaFMzqWPTe8PqxircuVUuC1Fnnr46u9skJ9gV7mW7BwLXw,Exchange,Mandatory KYC and AML
MEXC Global,1vaEsUYS7AqZ8mPpXsa6dBdn4LMge4irquGX1P3Q6q5qHQ5,Exchange,Optional KYC and AML
Huobi.com,1vaD7uiRZZFcUSyBA1v9VPLWNfLDSbWHunmRune61i7CSyc,Exchange,Optional KYC and AML
Binance.com,1vaD4fars6Dixj9VF592zhPcoqRTMEzwL3oHJVd776SvZhZ,Exchange,Mandatory KYC and AML
Binance.com,1vaCuaMKR86xfvhwBgjBbMBSfzh48X9rCdPY6iLsEGpwpTt,Exchange,Mandatory KYC and AML
Binance.com,1va9q4sit5uNoEuW8n2B6i7CbT3HpDy7SYTCVoTKvPVpRHH,Exchange,Mandatory KYC and AML
MEXC Global,1va7zoSdTWwpAYiLQTSMwM5GWxzuCtkxiDXdxtWdSEKB96o,Exchange,Optional KYC and AML
Okx.com,1va7CtmJJk7Me1d8qaxYEPJNaZPowoKudibLYFp4a1BYbMA,Exchange,Mandatory KYC and AML
Binance.com,1va6N3DUYhaiPj5dn1YoABp6ijeyiyjR1VcykGacPZcf6yJ,Exchange,Mandatory KYC and AML
HitBTC,1va5ui83esyqDomv7Movy5vep4NyFhDnyW151uGKUjAyFxc,Exchange,Optional KYC and AML
Binance.com,1va5bRZ4cYsrbkQhoj7ddkM5PqRD21HwNNSb2kPPdF3kKbY,Exchange,Mandatory KYC and AML
Binance.com,1va56sV3Bw4o45jSkLnnWCgMQpxRYu9D99ivEzwkYrMZbNk,Exchange,Mandatory KYC and AML
Gate.io,1vZvvoV27NBhbhaV27YFSgLwuAzHAZzGQoX5s2RGYGUoSQ5,Exchange,Mandatory KYC and AML
Binance.com,1vZu4VQ7Gka2LhYdQ7RDdZEkMUyfPY5k6zdi5MNDHV8A8nj,Exchange,Mandatory KYC and AML
Binance.com,1vZrveiDjAs64njaNM9AuYgFaw7b1gatNMsQnE8fo8L2iWK,Exchange,Mandatory KYC and AML
HitBTC,1vZqzqNgB4Dv5jxewfuVbNjSwyXLCsz47tSQcqawFXDrbFV,Exchange,Optional KYC and AML
Binance.com,1vZqN6bKwYMez5Ax46EbPi3ab4fDRs17jX8TvKLHVUyj6Hv,Exchange,Mandatory KYC and AML
FTX.COM,1vZo3oBih9ZCRK2hTEiUhRXwUhfmMp67S8NzcexJcNXdJ3c,Exchange,Inactive
Binance.com,1vZnpo7uN7s5PKezeydNsMvXcg8mZG6WLCfkAT3MW4jQrow,Exchange,Mandatory KYC and AML
Okx.com,1vZnPrNGxgP7xsqxmnFZavA4mWrCMkVz7prhHJWb6njPok5,Exchange,Mandatory KYC and AML
Binance.com,1vZmyh3UEZzXz187wqGVqsxfJAaEm7AwQ5n7mxcfYjvinVF,Exchange,Mandatory KYC and AML
Huobi.com,1vZkj5dPhuVjma9HH6nA1sP6HoWkwjfxzEg4HcdLE513Ce8,Exchange,Optional KYC and AML
Binance.com,1vZkZCeemMsUfLAcjaU7Y4zw55z5Z1MEw226JHKpgprbue1,Exchange,Mandatory KYC and AML
Binance.com,1vZjYNvHEUSuotTtp8x7ukfoYCsFDSu979iyd6CehapTKTn,Exchange,Mandatory KYC and AML
MEXC Global,1vZirRCrPZpYB6cJGV83jy2AKCdsSxC7Tuw9hKrEmwFXaBg,Exchange,Optional KYC and AML
Binance.com,1vZhRCx3xRxRrcyR1Yr8foSeYod1oBbgXP2BxTzTGEeJXsd,Exchange,Mandatory KYC and AML
Binance.com,1vZdbLqeEgb5f55khw3pbcdWnVFGh819sT2NR9XyaE48djD,Exchange,Mandatory KYC and AML
Binance.com,1vZdSAtMtZB93cgEPbWqfuiDvRLjtgBNUStVdZFfHfD7G3X,Exchange,Mandatory KYC and AML
Binance.com,1vZczNeARAAUbhDdYMNKiDEJ8Cb54XbMGAELtrZsAsauVPd,Exchange,Mandatory KYC and AML
Okx.com,1vZc4Y9oT7p7PTgJ58WvorcxYpF2k6aGZaTHxj7SbcAYEw6,Exchange,Mandatory KYC and AML
Huobi.com,1vZZXF77a4R8Y37RACBST69eM9nMijy9wyenzHvNsWTrEyb,Exchange,Optional KYC and AML
Binance.com,1vZYuLHBJVR2fZkQBBnbLoTX357okct2E9GXHs2ZjusuXDG,Exchange,Mandatory KYC and AML
Binance.com,1vZX5DS4TtEJa1ysHmHcw3dJokVnCNVt8Sm9vBetFAw6cP8,Exchange,Mandatory KYC and AML
Kr1.io(Custodian),1vZVXeMAHC2PDsbpQoquDzEYdXveKBTcoPpWaZk7UyXZS5T,Service,Financial Service
Binance.com,1vZTjm9ZGvsvdXaacUWMHuX7XwbFkP7ix8QHPjAwaPHs1Dn,Exchange,Mandatory KYC and AML
AAX,1vZTH8C9CviW5UE1eHeancXgLNp8zDdXmw3HZURbQzEgzKv,Exchange,Inactive
Okx.com,1vZMiZMAfDWMCrLwmLtLD1kRvJybt7deV1y2iXMPuJJn533,Exchange,Mandatory KYC and AML
ByBit.com,1vZKG6HmDPHkt6NGgcy6Q79oy4FZtjP6YngMQ37u6ssNS2E,Exchange,Mandatory KYC and AML
MEXC Global,1vZBQi9ChCQjqnUC4nmW6Lm7U9i1dqYmzkXzFGozbDxjH63,Exchange,Optional KYC and AML
